example_id,brand,customer_query,llm_predicted_intent,llm_confidence,llm_reasoning,rule_escalate,sentiment_score
amazonhelp_gold_0092,amazonhelp,"@AmazonHelp I've ordered a total of three physical things from Amazon over the years, and not one of them has been properly delivered.",order_tracking_delivery,0.95,"The customer is complaining that none of their physical orders have been properly delivered, indicating a delivery tracking or fulfillment issue. This falls squarely under the ""Order Tracking & Delivery Status"" intent.",False,0.1779
amazonhelp_gold_0093,amazonhelp,@AmazonHelp Wake up. Nothing is returned. I have better options to reorder.,order_tracking_delivery,0.92,"The user states ""Nothing is returned"" and expresses a desire to reorder, indicating a concern about the status or delivery of an order. This aligns with inquiries about order tracking and delivery status.",False,0.4404
amazonhelp_gold_0094,amazonhelp,@115821 Got a package that was open and no merchandise inside. Your site says to get a refund I need to send the item back. I hope someone can help because otherwise this holiday season is starting off crappy. #icantsendbackwhatididntget,refund_return_cancellation,0.95,"The customer reports an opened package with no merchandise and requests a refund, indicating a return/refund issue. No other intent categories apply.",False,0.4451
amazonhelp_gold_0095,amazonhelp,@AmazonHelp Does amazon have any alternative resolutions team they work with. Or have an address that I can send a complaint letter to,general_feedback_complaint,0.98,"The user is requesting an alternative resolution team or a mailing address to send a complaint letter, indicating a desire to lodge a formal grievance or escalation. This aligns with the general feedback and complaint category.",True,-0.128
amazonhelp_gold_0096,amazonhelp,@AmazonHelp Yeah have tried clearing cache and on desktop + mobile :( can you cancel it for me please? https://t.co/vboUKRaB26,refund_return_cancellation,0.95,"The user explicitly requests a cancellation of an order, which falls under the Returns, Refunds & Order Cancellation category.",False,-0.1027
amazonhelp_gold_0097,amazonhelp,No halloween costume for me after another no show by @115830. Prime? Prime time wasters 😑,seller_product_inquiry,0.92,"The customer complains about a seller not delivering a Halloween costume and questions whether the order is Prime, indicating a problem with a third‑party seller’s fulfillment. This aligns with the seller_product_inquiry intent.",True,-0.5267
amazonhelp_gold_0098,amazonhelp,@115830 How am I supposed to contact you via email now? Contact us redirects to chat. I didn't get a discount on an order. @AmazonHelp,general_feedback_complaint,0.72,"The user is expressing frustration about not receiving a discount and is also seeking a way to contact support via email, indicating a general grievance with the support process rather than a specific order or product issue. This aligns best with the general feedback/complaint category.",True,0.0
amazonhelp_gold_0099,amazonhelp,"@AmazonHelp I have a motherboard that's not opened, is there anyway I can return it for a newer product and pay the difference?",refund_return_cancellation,0.99,"The customer is asking to return an unopened motherboard and exchange it for a newer product, which is a return/exchange request. This falls under the ""refund_return_cancellation"" intent.",False,-0.1027
amazonhelp_gold_0100,amazonhelp,"@AmazonHelp hi, I received my order and unfortunately it is damaged as it has been rolling around a box. Can you please advise what can be done? Thank you",refund_return_cancellation,0.99,"The customer reports a damaged item received in shipment and asks for guidance on what to do, which aligns with requests for returns, refunds, or replacements for damaged goods.",False,-0.128
amazonhelp_gold_0101,amazonhelp,@AmazonHelp Thank you for the swift reply.,general_feedback_complaint,0.95,"The customer expresses gratitude and compliments the agent’s quick response, which aligns with the positive feedback category under general feedback and complaints.",True,0.5106
amazonhelp_gold_0102,amazonhelp,"@115821 Are an absolute joke for “collecting” parcels, 3 days I’ve been waiting, everyday I’ve been told, “100% getting collected today”. What a waste of my holidays from work. #disappointment #wasteoftime",order_tracking_delivery,0.95,"The customer is complaining about a delayed parcel collection, stating they have been waiting for 3 days and have not received the expected pickup. This falls under delivery tracking and delay inquiries.",False,-0.3182
amazonhelp_gold_0103,amazonhelp,@AmazonHelp Still waiting,order_tracking_delivery,0.9,"The customer’s brief message ""Still waiting"" indicates they are awaiting the arrival of an order or shipment, which falls under order tracking and delivery status inquiries.",False,0.0
amazonhelp_gold_0104,amazonhelp,@115850 I UNABLE TO ADD MONEY ON AMAZON PAY BALANCE,account_security_access,0.6,"The customer is reporting an inability to add money to their Amazon Pay balance, which is an account-related payment issue. Among the provided categories, the closest match is account_security_access, as it covers account access and related problems.",True,0.0772
amazonhelp_gold_0105,amazonhelp,@116090 @115833 What do they do?,seller_product_inquiry,0.6,"The user references two identifiers (@116090 @115833) and asks ""What do they do?"", which suggests a question about the role or offerings of the entities associated with those identifiers, likely third‑party sellers or products. This aligns with the seller_product_inquiry intent.",False,0.0
amazonhelp_gold_0106,amazonhelp,@116618 what's up with this? A lot of videos are saying I'm unable to watch and some I've purchased. https://t.co/mb1jfEsP0L,digital_services_devices,0.95,"The user reports issues with watching videos, including purchased ones, indicating a playback or digital content problem. This aligns with the digital services and devices category for Kindle, Fire TV, Prime Video, etc.",False,0.0
amazonhelp_gold_0107,amazonhelp,@AmazonHelp I need refund! Stop ur #harassment,refund_return_cancellation,0.95,"The user explicitly requests a refund and expresses frustration, indicating a return or cancellation request. No other intent categories are relevant.",True,-0.7177
amazonhelp_gold_0108,amazonhelp,@115821 @115850 When do you guys plan to get calling/SMS features to Alexa's in India? #alexa,digital_services_devices,0.99,"The customer is asking about a feature (calling/SMS) for Alexa devices in India, which falls under troubleshooting or feature inquiries for Alexa/Echo smart speakers.",False,0.0
amazonhelp_gold_0109,amazonhelp,@115850 @AmazonHelp please save me from anarchist and unprofessional treatment of Amazon India. Amazon India's procedural excuses are making sure I don't get my order delivered since 10 days though I paid for next day delivery.,order_tracking_delivery,0.95,"The customer complains that their order, paid for next‑day delivery, has not arrived after 10 days, indicating a delivery delay and tracking issue.",False,0.7096
amazonhelp_gold_0110,amazonhelp,@AmazonHelp Yup. I don't understand why this is so hard! Why can't I sell on Amazon?,seller_product_inquiry,0.99,"The user is asking why they cannot sell on Amazon, which is a question about third‑party seller access and policies, fitting the seller_product_inquiry intent.",False,-0.1175
amazonhelp_gold_0111,amazonhelp,@AmazonHelp I just canceled a $500+ order because your entire CS team is beyond inept because your logistics sent to wrong address #worst,refund_return_cancellation,0.97,"The customer explicitly states they have canceled a $500+ order and is dissatisfied with the logistics. The primary request is a cancellation, which falls under the refund/return/cancellation category.",True,-0.802
amazonhelp_gold_0112,amazonhelp,@AmazonHelp Multiple calls has been done to CC for my cashback of 700rs but everytime i m listening that issue has been escalated.,refund_return_cancellation,0.92,"The customer is seeking a refund (cashback) for a previous purchase and reports repeated attempts to resolve the issue with customer care. This falls under the refund, return, or cancellation category.",True,0.0
amazonhelp_gold_0113,amazonhelp,@AmazonHelp Thanks for the info! No worries at all. One more question. I've enabled Notifications for AccuWeather on Alexa. Is there anything else I need to do for weather alert notifications? Thanks!,digital_services_devices,0.95,"The user is asking about enabling notifications for AccuWeather on Alexa and whether any additional steps are needed for weather alert notifications, which is a technical question related to an Alexa device. This falls under the digital_services_devices intent.",False,0.8725
amazonhelp_gold_0114,amazonhelp,@115850 Trying to order a mobile in the app. But the item is not deliverable to pincode 586203. Emailed your team and not satisfied.,general_feedback_complaint,0.92,"The customer is expressing dissatisfaction because the item cannot be delivered to their pincode and they have already emailed the team without resolution. This is a general grievance about service delivery, fitting the ""general_feedback_complaint"" category.",True,-0.4585
amazonhelp_gold_0115,amazonhelp,"@115821 cheating Amazon, I ordered Moto g5 s plus mobile,but you sent me micromax mobile .I complained in customer care ,but there is no use",refund_return_cancellation,0.97,"The customer reports receiving the wrong product (Micromax instead of Moto G5s Plus) and expresses frustration after contacting customer care. This is a request to rectify a delivery error, typically handled by returning the incorrect item and obtaining a refund or replacement, which aligns with the 'refund_return_cancellation' intent.",True,-0.5423
amazonhelp_gold_0116,amazonhelp,"It’s like the battery I ordered asked to be upgraded to Business Class with extra leg room. Bonkers box choice, @115821 https://t.co/WVBJaPAvHa",general_feedback_complaint,0.6,"The user expresses dissatisfaction with the packaging choice (“Bonkers box choice”) and uses a sarcastic tone about an unrelated item (“battery… upgraded to Business Class”). This indicates a general complaint or feedback rather than a specific request about tracking, returns, billing, or technical support.",True,0.3612
amazonhelp_gold_0117,amazonhelp,"@115821 where the hell is my order? It was supposed to be here about 1 week ago , and i still havent recieved it. #upset .",order_tracking_delivery,0.99,"The customer is asking about the location and delay of an order that was expected a week ago, which directly relates to order tracking and delivery status.",True,-0.5293
amazonhelp_gold_0118,amazonhelp,Tonight's costume is brought to you by @115821 Prime's inability to deliver packages when they promise. Thanks guys! Happy Halloween!,order_tracking_delivery,0.95,"The customer is complaining about Prime’s failure to deliver packages on time, which falls under delivery tracking and status issues.",False,0.7772
amazonhelp_gold_0119,amazonhelp,@115821 can we choose not to receive packages from AMZL US? The delivery guy was pretty rude.,order_tracking_delivery,0.95,"The customer is asking about opting out of receiving packages from a specific carrier (AMZL US) and mentions a rude delivery person, which relates to delivery service and carrier issues.",False,0.0516
amazonhelp_gold_0120,amazonhelp,"Thanks @115821 for the #NotSameDayDelivery because your carrier needed ""further instructions"". Would have been nice much earlier today.",order_tracking_delivery,0.95,"The customer references a delivery delay (#NotSameDayDelivery) and mentions the carrier needing further instructions, indicating a concern about the status and timing of their shipment.",False,0.6908
amazonhelp_gold_0121,amazonhelp,"@AmazonHelp My theory is it might’ve gotten placed in a different mailbox by mistake, but it’s illegal to check that and I don’t want to break laws🤷🏽‍♀️",order_tracking_delivery,0.95,"The user is concerned about a missing package and suspects it may have been placed in a different mailbox. This is a delivery tracking issue, fitting the order_tracking_delivery intent.",True,-0.7311
amazonhelp_gold_0122,amazonhelp,"@120169 @133929 @115821 @AmazonHelp delivery of this package thru @120169 tracking id-[ORDER_ID] has been turned into a joke,according2 @115821 package has gone back 2Amman frm Kolkata&stuck in natural disaster while @120169 says stuck in Customs in India,simply unbelievable! https://t.co/MycKVdBLno",order_tracking_delivery,0.99,"The customer is asking about the status of a delivery, mentioning tracking ID, customs, and delivery delays, which aligns with order tracking and delivery inquiries.",True,-0.4753
amazonhelp_gold_0123,amazonhelp,@8623 @AmazonHelp was really happy with your service untill this happened. Pathetic! https://t.co/SeR6D54mzj,general_feedback_complaint,0.95,"The user expresses dissatisfaction and frustration with Amazon's service, indicating a general complaint or grievance. No specific request about order tracking, returns, billing, account security, digital devices, or third‑party seller issues is present.",True,0.1494
amazonhelp_gold_0124,amazonhelp,"always in my heart @117086 .yours sincerely, eu https://t.co/3mT1JsnTFp",general_feedback_complaint,0.3,"The message does not contain any keywords related to order tracking, refunds, Prime billing, account security, digital devices, or seller inquiries. It appears to be a general, non‑specific statement, so the closest category is general feedback/complaint.",True,0.8074
amazonhelp_gold_0125,amazonhelp,@115850 r u doing favors by delivering #customers? Cos the deliver person has no patience #30sec Whoever +[ORDER_ID] this' teach manners,order_tracking_delivery,0.95,"The customer is complaining about the delivery person’s lack of patience and the delay in delivery, which falls under delivery-related issues such as late shipments or carrier delays.",False,-0.0516
amazonhelp_gold_0126,amazonhelp,How do I report fake emails like this to @115830?? https://t.co/GgUyJBk9dK,account_security_access,0.8,"The user is asking how to report fake emails, which is a security concern related to potential phishing or suspicious activity. This falls under the account security and access category, which covers security-related inquiries such as suspicious login alerts and account protection. No other intent matches this context.",True,-0.2406
amazonhelp_gold_0127,amazonhelp,"@AmazonHelp It's not marked for out for delivery, so not holding my breath! But will let you know",order_tracking_delivery,0.95,"The customer mentions that their order is not marked as ""out for delivery,"" indicating a concern about the delivery status and tracking of their shipment.",False,0.0
amazonhelp_gold_0128,amazonhelp,@AmazonHelp Till now not received any email from Amazon,general_feedback_complaint,0.92,"The user reports a complaint about not receiving any emails from Amazon, which does not match any specific service or product category. This falls under general grievances or feedback about service issues.",True,0.1779
amazonhelp_gold_0129,amazonhelp,@AmazonHelp It says delayed end expected December 1-5 which doesn’t help me like AT ALL.,order_tracking_delivery,0.95,"The customer references a delayed shipment and an expected delivery window (December 1-5), indicating a concern about order tracking and delivery status.",False,0.5106
amazonhelp_gold_0130,amazonhelp,"@AmazonHelp I reported the issue by calling the customer care, they said it's a technical error and it will reflect within half hour. But nothing yet",refund_return_cancellation,0.9,"The user reports that a technical error was mentioned by customer care and that the issue should be reflected within half an hour, but nothing has happened yet. The use of ""reflect"" implies a change in account balance or order status, typical of a refund or credit that has not yet appeared. This aligns with the refund/return/cancellation intent.",True,0.0644
amazonhelp_gold_0131,amazonhelp,@AmazonHelp Call amazon get advised will be Monday for my next day delivery. Get to manager can hardly understand her and get no further forward,order_tracking_delivery,0.92,The customer is inquiring about a scheduled next‑day delivery that will arrive on Monday and is requesting escalation to a manager due to difficulty understanding the agent. This falls under delivery status and tracking concerns.,False,-0.128
amazonhelp_gold_0132,amazonhelp,"@115833 how can I update the location to India for Echo bought at US, I’m a prime member in India too!",digital_services_devices,0.99,"The user is asking how to update the location setting for an Echo device, which is a digital device issue. This falls under the digital_services_devices intent.",False,0.0
amazonhelp_gold_0133,amazonhelp,@115821 has the best IVRS system ever after press one press two number game they tell you to go the website and disconnect WOW,general_feedback_complaint,0.95,"The customer is giving positive feedback about the IVRS system, which falls under general feedback or complaint category.",True,0.876
amazonhelp_gold_0134,amazonhelp,@AmazonHelp Received Card Not Present alert from AMEX that Prime membership was added... Not sure if this is valid or fraudulent transaction. Not sure when Prime should renew. Where can I see my Prime membership details on mobile app?,prime_subscription_billing,0.95,"The customer is concerned about a Prime membership charge, questions its validity, wants to know renewal timing, and asks how to view membership details—clear indicators of a Prime subscription billing issue.",True,-0.7913
amazonhelp_gold_0135,amazonhelp,@115850 @AmazonHelp I filled the form. expect your quick & positive feedback. & no false commitement like earlier. https://t.co/XkXwYE7yve,general_feedback_complaint,0.95,"The user expresses dissatisfaction with a prior commitment and requests quick, positive feedback, indicating a general complaint or grievance about Amazon's service.",True,0.5994
amazonhelp_gold_0136,amazonhelp,"Hey Amazon, it sure would be nice if you honored your advertised price @AmazonHelp. https://t.co/jcKprz2nKe",general_feedback_complaint,0.95,"The customer is expressing dissatisfaction with Amazon's pricing policy, specifically that the advertised price was not honored. This falls under a general grievance or complaint about service, not a request for a refund, return, or technical support.",True,0.8625
amazonhelp_gold_0137,amazonhelp,Where is order [ORDER_ID]? It's over delivery time. @117093,order_tracking_delivery,0.99,"The customer is asking for the location/status of a specific order and notes that it is past the expected delivery time, which directly matches the order tracking and delivery intent.",False,0.0
amazonhelp_gold_0138,amazonhelp,"@AmazonHelp & I also had replied to that , u only giving me the reply here only, what r u doing regarding my order of fraud case! 5 days of complain ..?",general_feedback_complaint,0.92,"The customer is expressing frustration over a 5‑day unresolved issue related to a suspected fraud case and is demanding an update on what actions are being taken. This fits the general grievance / complaint category rather than a specific request for a return, refund, or tracking information.",True,-0.636
amazonhelp_gold_0139,amazonhelp,@115850 @122090 got the echo dot but cant use saavn it says saavn currently not supported in your region,digital_services_devices,0.95,"The user is encountering a problem with an Echo Dot device trying to use the Saavn music service, which is a digital service issue related to Alexa/Echo devices.",False,-0.3491
amazonhelp_gold_0140,amazonhelp,@AmazonHelp This is unacceptable https://t.co/o3dBWkSuIr,general_feedback_complaint,0.95,"The user expresses dissatisfaction with the phrase ""This is unacceptable"" without referencing a specific order, return, billing, account, device, or seller issue. This aligns with a general grievance or complaint intent.",True,-0.4588
amazonhelp_gold_0141,amazonhelp,@AmazonHelp Yes multiple times! No one can seem to locate them :/,order_tracking_delivery,0.95,"The customer states that multiple attempts have been made but no one can locate the items, indicating a delivery or tracking issue.",False,-0.2942
amazonhelp_gold_0142,amazonhelp,"@AmazonHelp Problem resolved, thank you for immediate response and refund.",refund_return_cancellation,0.95,"The customer explicitly thanks for an immediate response and a refund, indicating a refund request or completion. No other intent is relevant.",False,0.128
amazonhelp_gold_0143,amazonhelp,"@AmazonHelp I couldn’t access my acct as when I went to login it told me to reset my p/w. I tried this but never received a verification email, after trying myself and the call centre. They advised me there was nothing they could do and I had to set up a new email account. Really...?",account_security_access,0.95,"The user reports being unable to log in, needing to reset the password, and not receiving a verification email. These are classic account access and security issues, matching the account_security_access intent.",True,0.0
amazonhelp_gold_0144,amazonhelp,@AmazonHelp Marked as “delivered and handed to a resident” as well as signed for by my husband and it is not here. AMZL US is the carrier.,order_tracking_delivery,0.95,"The customer reports that the package was marked as delivered and signed for, yet it is missing. This is a delivery status and missing package inquiry, which falls under the order tracking and delivery intent.",False,0.2732
amazonhelp_gold_0145,amazonhelp,@AmazonHelp NINE ON TUESDAY?!?!?! How did next day turn into SIX DAYS?!?!?!,order_tracking_delivery,0.98,"The customer is asking why a next‑day delivery turned into a six‑day delay, which is a delivery status/track inquiry.",False,0.0
amazonhelp_gold_0146,amazonhelp,@AmazonHelp I should worry about my personal details. Shut up and act on what I’ve shared! I won’t want bots replying!,account_security_access,0.92,"The user expresses concern about personal details and wants no automated responses, indicating a focus on account security and privacy. This aligns with the account_security_access intent, which covers issues related to account access, security, and suspicious activity.",True,-0.1984
amazonhelp_gold_0147,amazonhelp,"@117795 is an absolute scam, their guaranteed delivery means nothing, if they dont deliver they just say sorry, thats it, just bs",order_tracking_delivery,0.92,"The customer complains that the seller’s guaranteed delivery is not being honored and that the package was not delivered, which falls under delivery delay and tracking issues.",True,-0.6124
amazonhelp_gold_0148,amazonhelp,@115850 If ur not given me refund amount I'm filling consumer court case ur company... Ready to meet me in Consumer court. I want nw,refund_return_cancellation,0.99,"The customer is demanding a refund and threatening legal action, indicating a request for a refund or cancellation of an order.",True,0.4215
amazonhelp_gold_0149,amazonhelp,Fire tablet and case supposed to come on Monday. Only get the case. Called Amazon to send another tablet. On Wednesday I get a package. It's another case. I call them again and they overnight a tablet. Come back from work and I get a THIRD FUCKING CASE FOR A TABLET I DON'T HAVE. https://t.co/SBxP6y8ThM,refund_return_cancellation,0.85,"The customer is complaining about receiving the wrong items (multiple cases instead of a tablet) and is effectively requesting a correction or replacement of the order, which falls under the return, refund, or cancellation category.",False,-0.1779
amazonhelp_gold_0150,amazonhelp,@119625 @12154 Can't find it on Prime any more :/ why?,seller_product_inquiry,0.95,"The user is asking why a product is no longer available on Prime, which relates to product availability and third‑party seller listings. This falls under the seller_product_inquiry intent.",False,-0.4005
amazonhelp_gold_0151,amazonhelp,@AmazonHelp This is what courier have the reason. Even the courier guy didnt visit to my place & he has given this feedback. Wow. https://t.co/mAzF33zwWp,order_tracking_delivery,0.95,"The customer complains that the courier did not visit their place and has provided feedback, indicating a delivery issue or missing shipment. This falls under order tracking and delivery status inquiries.",False,0.5859
amazonhelp_gold_0152,amazonhelp,@115821 what's up with customer service! Paid extra to get something here and was told it would be..2 days later than I needed it.,order_tracking_delivery,0.95,"The customer complains about a delivery that was delayed despite paying extra for faster shipping, indicating an issue with order tracking and delivery status.",False,0.0
amazonhelp_gold_0153,amazonhelp,@AmazonHelp Thank you for responding so quickly. I already have the tablet. I was just wondering if there was a way to bypass the kids edition and make it a full tablet.,digital_services_devices,0.95,"The customer is asking about a tablet (an Amazon device) and wants to change its mode from Kids Edition to a full tablet, which is a device configuration issue. This falls under the digital services and devices category.",False,0.3612
amazonhelp_gold_0154,amazonhelp,@AmazonHelp Ordered Monday still haven’t gotten. Said I would get it by now.,order_tracking_delivery,0.95,"The customer mentions placing an order on Monday and not yet receiving it, indicating a delivery status or tracking inquiry.",False,0.0
amazonhelp_gold_0155,amazonhelp,@AmazonHelp Yes I have replied,general_feedback_complaint,0.35,"The message ""@AmazonHelp Yes I have replied"" contains no explicit request or issue related to order tracking, returns, billing, account security, digital devices, or third‑party seller inquiries. With no clear intent, the safest fallback is the general feedback/complaint category, albeit with low confidence.",True,0.4019
amazonhelp_gold_0156,amazonhelp,"@AmazonHelp disappoint by ur service.rqst to pickup n whole day hv passed, no response from amazon.what kind of service is this?.",order_tracking_delivery,0.92,"The customer is complaining about a pickup request that has not been responded to and is asking about the status of that service. This falls under delivery tracking and pickup inquiries, which aligns with the 'order_tracking_delivery' intent.",True,-0.5994
amazonhelp_gold_0157,amazonhelp,@AmazonHelp Yes and I emailed the account back with the 3 things it asked for,account_security_access,0.95,"The user mentions emailing the account back with the requested items, indicating they are responding to a security or account verification request. This aligns with account access and security issues.",True,0.4019
amazonhelp_gold_0158,amazonhelp,@115851 @AmazonHelp @115850 #JEFFBEZOS have you founded amazon india to cheat and harass innocent people of India??? Why there is no action on bad behavior of customer care?? Be honest!!! Corrupt people can earn money but not respect!!!,general_feedback_complaint,0.95,"The user expresses a strong complaint about Amazon India’s customer care, alleging harassment and lack of action. This falls under general grievances and dissatisfaction with service, matching the ‘general_feedback_complaint’ intent.",True,-0.7969
amazonhelp_gold_0159,amazonhelp,"2/2 if I am a ""politically exposed person"". No I'm not. @115830 please reinstate my seller account. #missed sales #peak #untimely",general_feedback_complaint,0.92,"The customer is requesting the reinstatement of their seller account and expressing frustration about missed sales, which is a general grievance about account status rather than a specific product or technical issue.",True,-0.687
amazonhelp_gold_0160,amazonhelp,@AmazonHelp Guys! I'd been waiting for nearly a week or so and it is still the same,order_tracking_delivery,0.95,"The customer mentions waiting for nearly a week, indicating a concern about delivery status or delay, which aligns with the order tracking and delivery intent.",False,0.0
amazonhelp_gold_0161,amazonhelp,"I’ve had it up to my nuts with delivery drivers. Useless, the lot of them. @AmazonHelp, hey guys, this ones your fault",general_feedback_complaint,0.95,"The customer is expressing frustration and a complaint about delivery drivers, not asking for tracking information or a refund. This falls under general service dissatisfaction.",True,-0.7783
amazonhelp_gold_0162,amazonhelp,@AmazonHelp Any updates??? It's been almost 3 weeks still haven't received my refund yet. worst amazon experience.,refund_return_cancellation,0.98,"The customer is specifically asking about a pending refund that has not been received after three weeks, which directly relates to refund and return issues.",True,-0.6046
amazonhelp_gold_0163,amazonhelp,@AmazonHelp roger that. email sent.,general_feedback_complaint,0.6,"The message is a brief statement confirming an email was sent, with no request for assistance or specific issue. It does not match any of the other intent categories, so the most appropriate category is a general statement, which falls under general feedback/complaint.",True,0.0
amazonhelp_gold_0164,amazonhelp,"@115830 hi, is my order gonna be delivered today? It says out for delivery but nothing yet",order_tracking_delivery,0.99,"The customer is asking about the delivery status of an order that is marked as 'out for delivery' but has not yet arrived, which directly matches the order tracking and delivery intent.",False,0.0
amazonhelp_gold_0165,amazonhelp,"@117086 Billy Williams, de QUEDA DE GIGANTES 😍...",general_feedback_complaint,0.6,"The query is a brief comment that does not request any service or action such as order tracking, refunds, billing, account access, device support, or seller inquiries. It falls under general feedback or commentary, which aligns with the general_feedback_complaint intent.",True,0.4588
amazonhelp_gold_0166,amazonhelp,@AmazonHelp Yes I had shared the details.,general_feedback_complaint,0.3,"The message ""Yes I had shared the details."" does not contain any keywords or context that match the specific intent categories such as order tracking, refunds, Prime billing, account security, digital devices, or seller inquiries. With no clear intent identified, the fallback category for ambiguous or unclassified messages is chosen.",True,0.6249
amazonhelp_gold_0167,amazonhelp,@AmazonHelp Yes. The shopping app. Began yesterday on iPhone and iPad.,digital_services_devices,0.6,"The user references the Amazon shopping app on iPhone and iPad, indicating a concern or inquiry related to a digital service or app usage. This best aligns with the digital_services_devices category, even though the rubric specifically lists other devices; the app context is the closest match.",False,0.4019
amazonhelp_gold_0168,amazonhelp,"Somewhere between talking loudly to hear echoes to talking directly to Echo, we have all grown up :) @115833 #AmazonEcho",digital_services_devices,0.95,"The user references ""Echo"" and includes the hashtag #AmazonEcho, indicating the topic is an Amazon Echo device. This falls under the digital services and devices category.",False,0.4588
amazonhelp_gold_0169,amazonhelp,"Don't buy #AmazonPrime , They won't give you proper assistance. it's a waste. Won't deliver on time. @115850 @115821 Saying delivery is from third party and they are helpless. #IrresponsibleAmazon",general_feedback_complaint,0.95,"The customer expresses dissatisfaction with Amazon Prime services, specifically delivery delays and lack of assistance, which aligns with a general grievance or complaint rather than a specific request for tracking or refund.",True,-0.4767
amazonhelp_gold_0170,amazonhelp,"Amazing customer service from @AmazonHelp Live Chat this morning when returning some puppy purchases. The advisor's first question?... ""What breed is your puppy?!""",refund_return_cancellation,0.99,"The customer mentions returning puppy purchases, which directly relates to a return request. This falls under the 'refund_return_cancellation' intent.",False,0.6654
amazonhelp_gold_0171,amazonhelp,@AmazonHelp can y’all pls help my best friend. https://t.co/qUM1uV3M8m,general_feedback_complaint,0.6,"The user is requesting help without specifying an order, refund, account, or device issue. The query is a general request for assistance, fitting the broad category of general feedback or complaint.",True,0.886
amazonhelp_gold_0172,amazonhelp,@AmazonHelp Yes @127161 have managed to deliver to the wrong address and even got a signature - useless,order_tracking_delivery,0.95,"The customer reports that the package was delivered to the wrong address and a signature was obtained, indicating a delivery issue. This falls under order tracking and delivery status inquiries.",True,-0.4939
amazonhelp_gold_0173,amazonhelp,"registered a complaint in consumer forum against @115850, ORDER # [ORDER_ID] @115851",general_feedback_complaint,0.95,"The user states they have registered a complaint in a consumer forum regarding an order, indicating a general grievance or dissatisfaction with the service or product. This aligns with the general feedback/complaint category.",True,-0.296
amazonhelp_gold_0174,amazonhelp,@115830 order within the next 90 mins for same day delivery never ever works for me .Why is this ? i suspect a con to get me to order,order_tracking_delivery,0.95,"The user is complaining that the same‑day delivery option (within 90 minutes) never works for them, which is a delivery‑related issue. This falls under order tracking and delivery status inquiries.",False,-0.296
amazonhelp_gold_0175,amazonhelp,"@AmazonHelp Of Course. That is the reason we are approaching you. If you can't deliver product on time, then you should not accept the bookings.",order_tracking_delivery,0.95,"The customer is expressing frustration about a product not being delivered on time and implying that the seller should not accept bookings if delivery cannot be met. This is a delivery delay concern, fitting the order tracking and delivery status intent.",False,-0.2924
amazonhelp_gold_0176,amazonhelp,@AmazonHelp shared all my details at least thrice.. Still no call from amazon,general_feedback_complaint,0.95,"The customer is expressing frustration about not receiving a call after providing details, which is a general service complaint rather than a specific issue about orders, returns, billing, account security, devices, or third‑party sellers.",True,0.2263
amazonhelp_gold_0177,amazonhelp,@AmazonHelp We have raised relevant ticket please resolve immediately,general_feedback_complaint,0.95,"The customer is expressing frustration about a ticket that has not been resolved and is demanding immediate action, which aligns with a general service complaint or escalation request.",True,0.5994
amazonhelp_gold_0178,amazonhelp,@115850 Easy replacement or refund without notice joker lier no ethics and policy follow @115851 @115850 joker's,refund_return_cancellation,0.95,"The customer explicitly requests an easy replacement or refund, indicating a return or cancellation request.",False,0.0849
amazonhelp_gold_0179,amazonhelp,@AmazonHelp Since both items are showing as coming tomorrow and everything from you said today. You did. Again.,order_tracking_delivery,0.95,"The customer mentions that both items are showing as arriving tomorrow, indicating a concern about delivery status and tracking.",False,0.0
amazonhelp_gold_0180,amazonhelp,"@AmazonHelp Hi, I’m using an iPad. My account is on Amazon Brazil",account_security_access,0.6,"The user mentions their Amazon account and the device they are using (iPad). Although there is no explicit mention of a security issue, the query is about account access on a specific platform (Amazon Brazil). Among the available intents, the one that most closely relates to account-related questions is `account_security_access`.",True,0.1779
amazonhelp_gold_0181,amazonhelp,@AmazonHelp I ordered a gift but did not receive a gift receipt. How can I print on off myself?,seller_product_inquiry,0.6,"The customer is asking about a missing gift receipt for an order they placed, which relates to order details and product purchase information. None of the other intents (tracking, returns, billing, account, devices, or general complaints) directly address receipt printing. Therefore, the closest match is seller_product_inquiry.",False,-0.2867
amazonhelp_gold_0182,amazonhelp,Amazing customer service from @115830 order a desk waiting for it to come just get an email saying I've been refunded because they can't deliver to my address. Huge waste of time,refund_return_cancellation,0.95,"The customer states they received an email that they have been refunded because delivery to their address is not possible, indicating a refund or cancellation issue.",False,0.5106
amazonhelp_gold_0183,amazonhelp,@AmazonHelp who do I get in touch regarding the way my package was left at my house?,order_tracking_delivery,0.95,"The customer is asking about how their package was left at their house, which relates to delivery handling and package placement. This falls under delivery status and handling inquiries.",False,0.0
amazonhelp_gold_0184,amazonhelp,"@115830 Can someone from Amazon UK contact me please? My order has been ""lost"" again.",order_tracking_delivery,0.95,"The customer is asking for help with a lost order and wants Amazon UK to contact them, which falls under tracking and delivery issues.",False,0.1779
amazonhelp_gold_0185,amazonhelp,"@116439 or @126972 The YT app doesn't allow me to re-enter if I press the home button while in it. Only allows re-entering if I push the back button and exit the app. On Samsung 4k hdr... maybe something unique, maybe something with the 4K setting? May need to update?",digital_services_devices,0.8,"The user reports a technical issue with the YouTube app on a Samsung 4K HDR device, mentioning app behavior and potential update needs. This falls under troubleshooting digital services and devices.",False,-0.2561
