example_id,brand,customer_query,ground_truth_intent,ground_truth_escalate,escalation_rationale,verified_by_human,sentiment_score,notes
amazonhelp_gold_0099,amazonhelp,"@AmazonHelp I have a motherboard that's not opened, is there anyway I can return it for a newer product and pay the difference?",refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,-0.1027,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0100,amazonhelp,"@AmazonHelp hi, I received my order and unfortunately it is damaged as it has been rolling around a box. Can you please advise what can be done? Thank you",refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,-0.128,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0101,amazonhelp,@AmazonHelp Thank you for the swift reply.,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.5106,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0102,amazonhelp,"@115821 Are an absolute joke for “collecting” parcels, 3 days I’ve been waiting, everyday I’ve been told, “100% getting collected today”. What a waste of my holidays from work. #disappointment #wasteoftime",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.3182,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0103,amazonhelp,@AmazonHelp Still waiting,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0104,amazonhelp,@115850 I UNABLE TO ADD MONEY ON AMAZON PAY BALANCE,account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,0.0772,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0105,amazonhelp,@116090 @115833 What do they do?,seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0106,amazonhelp,@116618 what's up with this? A lot of videos are saying I'm unable to watch and some I've purchased. https://t.co/mb1jfEsP0L,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0107,amazonhelp,@AmazonHelp I need refund! Stop ur #harassment,refund_return_cancellation,True,Severe customer dissatisfaction detected (Sentiment: -0.72).,True,-0.7177,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0108,amazonhelp,@115821 @115850 When do you guys plan to get calling/SMS features to Alexa's in India? #alexa,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0109,amazonhelp,@115850 @AmazonHelp please save me from anarchist and unprofessional treatment of Amazon India. Amazon India's procedural excuses are making sure I don't get my order delivered since 10 days though I paid for next day delivery.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.7096,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0110,amazonhelp,@AmazonHelp Yup. I don't understand why this is so hard! Why can't I sell on Amazon?,seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,-0.1175,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0111,amazonhelp,@AmazonHelp I just canceled a $500+ order because your entire CS team is beyond inept because your logistics sent to wrong address #worst,refund_return_cancellation,True,Severe customer dissatisfaction detected (Sentiment: -0.80).,True,-0.802,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0112,amazonhelp,@AmazonHelp Multiple calls has been done to CC for my cashback of 700rs but everytime i m listening that issue has been escalated.,refund_return_cancellation,True,Customer query contains high-risk legal/security escalation triggers.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0113,amazonhelp,@AmazonHelp Thanks for the info! No worries at all. One more question. I've enabled Notifications for AccuWeather on Alexa. Is there anything else I need to do for weather alert notifications? Thanks!,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.8725,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0114,amazonhelp,@115850 Trying to order a mobile in the app. But the item is not deliverable to pincode 586203. Emailed your team and not satisfied.,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.4585,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0115,amazonhelp,"@115821 cheating Amazon, I ordered Moto g5 s plus mobile,but you sent me micromax mobile .I complained in customer care ,but there is no use",refund_return_cancellation,True,Severe customer dissatisfaction detected (Sentiment: -0.54).,True,-0.5423,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0116,amazonhelp,"It’s like the battery I ordered asked to be upgraded to Business Class with extra leg room. Bonkers box choice, @115821 https://t.co/WVBJaPAvHa",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.3612,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0117,amazonhelp,"@115821 where the hell is my order? It was supposed to be here about 1 week ago , and i still havent recieved it. #upset .",order_tracking_delivery,True,Severe customer dissatisfaction detected (Sentiment: -0.53).,True,-0.5293,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0118,amazonhelp,Tonight's costume is brought to you by @115821 Prime's inability to deliver packages when they promise. Thanks guys! Happy Halloween!,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.7772,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0119,amazonhelp,@115821 can we choose not to receive packages from AMZL US? The delivery guy was pretty rude.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0516,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0120,amazonhelp,"Thanks @115821 for the #NotSameDayDelivery because your carrier needed ""further instructions"". Would have been nice much earlier today.",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.6908,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0121,amazonhelp,"@AmazonHelp My theory is it might’ve gotten placed in a different mailbox by mistake, but it’s illegal to check that and I don’t want to break laws🤷🏽‍♀️",order_tracking_delivery,True,Severe customer dissatisfaction detected (Sentiment: -0.73).,True,-0.7311,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0122,amazonhelp,"@120169 @133929 @115821 @AmazonHelp delivery of this package thru @120169 tracking id-[ORDER_ID] has been turned into a joke,according2 @115821 package has gone back 2Amman frm Kolkata&stuck in natural disaster while @120169 says stuck in Customs in India,simply unbelievable! https://t.co/MycKVdBLno",order_tracking_delivery,True,Severe customer dissatisfaction detected (Sentiment: -0.48).,True,-0.4753,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0123,amazonhelp,@8623 @AmazonHelp was really happy with your service untill this happened. Pathetic! https://t.co/SeR6D54mzj,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.1494,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0124,amazonhelp,"always in my heart @117086 .yours sincerely, eu https://t.co/3mT1JsnTFp",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.8074,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0125,amazonhelp,@115850 r u doing favors by delivering #customers? Cos the deliver person has no patience #30sec Whoever +[ORDER_ID] this' teach manners,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.0516,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0126,amazonhelp,How do I report fake emails like this to @115830?? https://t.co/GgUyJBk9dK,account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,-0.2406,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0127,amazonhelp,"@AmazonHelp It's not marked for out for delivery, so not holding my breath! But will let you know",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0128,amazonhelp,@AmazonHelp Till now not received any email from Amazon,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.1779,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0129,amazonhelp,@AmazonHelp It says delayed end expected December 1-5 which doesn’t help me like AT ALL.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.5106,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0130,amazonhelp,"@AmazonHelp I reported the issue by calling the customer care, they said it's a technical error and it will reflect within half hour. But nothing yet",refund_return_cancellation,True,Customer query contains high-risk legal/security escalation triggers.,True,0.0644,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0131,amazonhelp,@AmazonHelp Call amazon get advised will be Monday for my next day delivery. Get to manager can hardly understand her and get no further forward,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.128,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0132,amazonhelp,"@115833 how can I update the location to India for Echo bought at US, I’m a prime member in India too!",digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0133,amazonhelp,@115821 has the best IVRS system ever after press one press two number game they tell you to go the website and disconnect WOW,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.876,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0134,amazonhelp,@AmazonHelp Received Card Not Present alert from AMEX that Prime membership was added... Not sure if this is valid or fraudulent transaction. Not sure when Prime should renew. Where can I see my Prime membership details on mobile app?,prime_subscription_billing,True,Customer query contains high-risk legal/security escalation triggers.,True,-0.7913,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0135,amazonhelp,@115850 @AmazonHelp I filled the form. expect your quick & positive feedback. & no false commitement like earlier. https://t.co/XkXwYE7yve,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.5994,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0136,amazonhelp,"Hey Amazon, it sure would be nice if you honored your advertised price @AmazonHelp. https://t.co/jcKprz2nKe",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.8625,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0137,amazonhelp,Where is order [ORDER_ID]? It's over delivery time. @117093,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0138,amazonhelp,"@AmazonHelp & I also had replied to that , u only giving me the reply here only, what r u doing regarding my order of fraud case! 5 days of complain ..?",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.636,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0139,amazonhelp,@115850 @122090 got the echo dot but cant use saavn it says saavn currently not supported in your region,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,-0.3491,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0140,amazonhelp,@AmazonHelp This is unacceptable https://t.co/o3dBWkSuIr,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.4588,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0141,amazonhelp,@AmazonHelp Yes multiple times! No one can seem to locate them :/,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.2942,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0142,amazonhelp,"@AmazonHelp Problem resolved, thank you for immediate response and refund.",refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,0.128,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0143,amazonhelp,"@AmazonHelp I couldn’t access my acct as when I went to login it told me to reset my p/w. I tried this but never received a verification email, after trying myself and the call centre. They advised me there was nothing they could do and I had to set up a new email account. Really...?",account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0144,amazonhelp,@AmazonHelp Marked as “delivered and handed to a resident” as well as signed for by my husband and it is not here. AMZL US is the carrier.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.2732,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0145,amazonhelp,@AmazonHelp NINE ON TUESDAY?!?!?! How did next day turn into SIX DAYS?!?!?!,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0146,amazonhelp,@AmazonHelp I should worry about my personal details. Shut up and act on what I’ve shared! I won’t want bots replying!,account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,-0.1984,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0147,amazonhelp,"@117795 is an absolute scam, their guaranteed delivery means nothing, if they dont deliver they just say sorry, thats it, just bs",order_tracking_delivery,True,Customer query contains high-risk legal/security escalation triggers.,True,-0.6124,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0148,amazonhelp,@115850 If ur not given me refund amount I'm filling consumer court case ur company... Ready to meet me in Consumer court. I want nw,refund_return_cancellation,True,Customer query contains high-risk legal/security escalation triggers.,True,0.4215,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0149,amazonhelp,Fire tablet and case supposed to come on Monday. Only get the case. Called Amazon to send another tablet. On Wednesday I get a package. It's another case. I call them again and they overnight a tablet. Come back from work and I get a THIRD FUCKING CASE FOR A TABLET I DON'T HAVE. https://t.co/SBxP6y8ThM,refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,-0.1779,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0150,amazonhelp,@119625 @12154 Can't find it on Prime any more :/ why?,seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,-0.4005,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0151,amazonhelp,@AmazonHelp This is what courier have the reason. Even the courier guy didnt visit to my place & he has given this feedback. Wow. https://t.co/mAzF33zwWp,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.5859,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0152,amazonhelp,@115821 what's up with customer service! Paid extra to get something here and was told it would be..2 days later than I needed it.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0153,amazonhelp,@AmazonHelp Thank you for responding so quickly. I already have the tablet. I was just wondering if there was a way to bypass the kids edition and make it a full tablet.,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.3612,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0154,amazonhelp,@AmazonHelp Ordered Monday still haven’t gotten. Said I would get it by now.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0155,amazonhelp,@AmazonHelp Yes I have replied,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.4019,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0156,amazonhelp,"@AmazonHelp disappoint by ur service.rqst to pickup n whole day hv passed, no response from amazon.what kind of service is this?.",order_tracking_delivery,True,Severe customer dissatisfaction detected (Sentiment: -0.60).,True,-0.5994,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0157,amazonhelp,@AmazonHelp Yes and I emailed the account back with the 3 things it asked for,account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,0.4019,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0158,amazonhelp,@115851 @AmazonHelp @115850 #JEFFBEZOS have you founded amazon india to cheat and harass innocent people of India??? Why there is no action on bad behavior of customer care?? Be honest!!! Corrupt people can earn money but not respect!!!,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.7969,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0159,amazonhelp,"2/2 if I am a ""politically exposed person"". No I'm not. @115830 please reinstate my seller account. #missed sales #peak #untimely",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.687,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0160,amazonhelp,@AmazonHelp Guys! I'd been waiting for nearly a week or so and it is still the same,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0161,amazonhelp,"I’ve had it up to my nuts with delivery drivers. Useless, the lot of them. @AmazonHelp, hey guys, this ones your fault",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.7783,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0162,amazonhelp,@AmazonHelp Any updates??? It's been almost 3 weeks still haven't received my refund yet. worst amazon experience.,refund_return_cancellation,True,Severe customer dissatisfaction detected (Sentiment: -0.60).,True,-0.6046,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0163,amazonhelp,@AmazonHelp roger that. email sent.,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0164,amazonhelp,"@115830 hi, is my order gonna be delivered today? It says out for delivery but nothing yet",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0165,amazonhelp,"@117086 Billy Williams, de QUEDA DE GIGANTES 😍...",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.4588,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0166,amazonhelp,@AmazonHelp Yes I had shared the details.,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.6249,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0167,amazonhelp,@AmazonHelp Yes. The shopping app. Began yesterday on iPhone and iPad.,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.4019,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0168,amazonhelp,"Somewhere between talking loudly to hear echoes to talking directly to Echo, we have all grown up :) @115833 #AmazonEcho",digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.4588,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0169,amazonhelp,"Don't buy #AmazonPrime , They won't give you proper assistance. it's a waste. Won't deliver on time. @115850 @115821 Saying delivery is from third party and they are helpless. #IrresponsibleAmazon",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.4767,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0170,amazonhelp,"Amazing customer service from @AmazonHelp Live Chat this morning when returning some puppy purchases. The advisor's first question?... ""What breed is your puppy?!""",refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,0.6654,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0171,amazonhelp,@AmazonHelp can y’all pls help my best friend. https://t.co/qUM1uV3M8m,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.886,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0172,amazonhelp,@AmazonHelp Yes @127161 have managed to deliver to the wrong address and even got a signature - useless,order_tracking_delivery,True,Severe customer dissatisfaction detected (Sentiment: -0.49).,True,-0.4939,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0173,amazonhelp,"registered a complaint in consumer forum against @115850, ORDER # [ORDER_ID] @115851",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.296,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0174,amazonhelp,@115830 order within the next 90 mins for same day delivery never ever works for me .Why is this ? i suspect a con to get me to order,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.296,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0175,amazonhelp,"@AmazonHelp Of Course. That is the reason we are approaching you. If you can't deliver product on time, then you should not accept the bookings.",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,-0.2924,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0176,amazonhelp,@AmazonHelp shared all my details at least thrice.. Still no call from amazon,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.2263,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0177,amazonhelp,@AmazonHelp We have raised relevant ticket please resolve immediately,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.5994,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0178,amazonhelp,@115850 Easy replacement or refund without notice joker lier no ethics and policy follow @115851 @115850 joker's,refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,0.0849,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0179,amazonhelp,@AmazonHelp Since both items are showing as coming tomorrow and everything from you said today. You did. Again.,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0180,amazonhelp,"@AmazonHelp Hi, I’m using an iPad. My account is on Amazon Brazil",account_security_access,True,Security Policy: Intent 'account_security_access' requires human agent intervention.,True,0.1779,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0181,amazonhelp,@AmazonHelp I ordered a gift but did not receive a gift receipt. How can I print on off myself?,seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,-0.2867,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0182,amazonhelp,Amazing customer service from @115830 order a desk waiting for it to come just get an email saying I've been refunded because they can't deliver to my address. Huge waste of time,refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,0.5106,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0183,amazonhelp,@AmazonHelp who do I get in touch regarding the way my package was left at my house?,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0184,amazonhelp,"@115830 Can someone from Amazon UK contact me please? My order has been ""lost"" again.",order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.1779,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0185,amazonhelp,"@116439 or @126972 The YT app doesn't allow me to re-enter if I press the home button while in it. Only allows re-entering if I push the back button and exit the app. On Samsung 4k hdr... maybe something unique, maybe something with the 4K setting? May need to update?",digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,-0.2561,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0186,amazonhelp,@AmazonHelp No action taken till now it has been more than 20 days poor response,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.6486,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0187,amazonhelp,@115850 what is the status of my order https://t.co/qwh5OzhXzS,order_tracking_delivery,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0188,amazonhelp,@AmazonHelp There's no option to unlink? I cannot see Spotify settings? I cannot change the standard service to Spotify @SpotifyCares https://t.co/gAiRTly2Pw,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,-0.3736,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0189,amazonhelp,"@AmazonHelp No everything is fine, I'm just.................eager",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.1027,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0190,amazonhelp,@AmazonHelp i want to buy something for my wife but i dont want it to show up on the purchase history and i dont want her to get notifications. Is this possible?,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,-0.1321,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0191,amazonhelp,"@AmazonHelp Any update on this feedback? Will this be built into your search? @amazonhelp, @115821",general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0192,amazonhelp,"@AmazonHelp hello, not sure if this falls under your remit but the PSVR Black Friday bundle available on your site says it’s not available but you can order it and it will send when available. is there any way you can tell when it will be available?",seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,-0.1232,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0193,amazonhelp,@AmazonHelp Yes it is really odd...and if u don't trust than Call each and every customer from this area ...they will telll u the truth ..,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.3178,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0194,amazonhelp,@115850 I have not received cash back for my last transaction,refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0195,amazonhelp,@AmazonHelp can’t download any news books from the kindle store!!! it keeps saying the application can’t open and to try again later.,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0196,amazonhelp,DON'T BUY REDMI4 AS MIC NT WORKS ON VID CALL POSITION @115821 @115850 @AmazonHelp @383183 @160663 @147135 @1404 https://t.co/QELcEDW1Xm,general_feedback_complaint,True,Security Policy: Intent 'general_feedback_complaint' requires human agent intervention.,True,0.0,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0197,amazonhelp,@AmazonHelp I've followed the steps here https://t.co/YdXHkwzxQx it comes unstuck partway through step3 when it fails to register,digital_services_devices,False,Standard customer issue eligible for automated resolution.,True,-0.4215,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0198,amazonhelp,@AmazonHelp Why are sending defective items to customers. And then not replacing it,refund_return_cancellation,False,Standard customer issue eligible for automated resolution.,True,-0.4404,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
amazonhelp_gold_0199,amazonhelp,@AmazonHelp I agree. But I guys have mentioned IPhone 8 32 GB. It is not available in 32gb. It’s available in 64gb,seller_product_inquiry,False,Standard customer issue eligible for automated resolution.,True,0.1901,Verified via Deterministic LLM Pre-labeling + Security Audit Rules
